"Map of Arizona","NAVAJO","15212","35.3134","-110.2972","NAVAJO","15212",""
"Map of Arizona","MOHAVE","11981","35.6177","-113.9958","MOHAVE","11981",""
"Map of Arizona","MARICOPA","501954","33.2798","-112.7681","MARICOPA","501954",""
"Map of Arizona","LA PAZ","4475","33.6724","-113.9329","LA PAZ","4475",""
"Map of Arizona","GREENLEE","561","33.1001","-109.2714","GREENLEE","561",""
"Map of Arizona","GRAHAM","1812","33.0361","-109.958","GRAHAM","1812",""
"Map of Arizona","GILA","8342","33.7446","-110.685","GILA","8342",""
"Map of Arizona","COCONINO","13044","35.6465","-112.0424","COCONINO","13044",""
"Map of Arizona","COCHISE","11710","31.8901","-109.7497","COCHISE","11710",""
"Map of Arizona","APACHE","8906","35.3025","-109.4451","APACHE","8906",""
"Date updated"," ","","","","","",""
"% Positive Overall (Serology)","0.0339360708648947","","","","","",""
