"Tests by Day W/ % Positivity (Diagnostic)","2425","58543","58543","2020-08-16 00:00:00","2020-08-15 00:00:00","Number of Records","2425","5088","6826","2020-10-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","3320","60701","60701","2020-08-09 00:00:00","2020-08-08 00:00:00","Number of Records","3320","6635","10294","2020-10-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","4243","53095","53095","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","4243","7546","11414","2020-09-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","5585","55992","55992","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","5585","8041","12821","2020-09-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","8383","69493","69493","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","8383","10443","18136","2020-09-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","14528","93527","93527","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","14528","10376","19233","2020-09-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","20260","106209","106209","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","20260","6672","14082","2020-09-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","21714","105399","105399","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","21714","11694","21800","2020-09-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","20847","104155","104155","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","20847","10564","19544","2020-09-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","15375","85843","85843","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","15375","8097","15527","2020-09-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","9620","68519","68519","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","9620","5525","13439","2020-09-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","5863","50187","50187","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","5863","9107","11929","2020-09-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","3419","39557","39557","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3419","6539","9696","2020-09-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","2059","34448","34448","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","2059","11228","11461","2020-09-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","2107","41413","41413","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2107","9312","10469","2020-09-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","1735","33253","33253","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1735","5235","7460","2020-09-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","1490","21156","21156","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","1490","850","2449","2020-09-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","1131","11575","11575","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","1131","666","1907","2020-09-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","1115","10040","10040","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","1115","602","1485","2020-09-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","998","9436","9436","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","998","1743","1855","2020-09-13 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","957","10498","10498","2020-03-29 00:00:00","2020-03-28 00:00:00","Number of Records","957","1905","1964","2020-09-12 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","820","11800","11800","2020-03-22 00:00:00","2020-03-21 00:00:00","Number of Records","820","1598","1406","2020-09-11 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","379","7211","7211","2020-03-15 00:00:00","2020-03-14 00:00:00","Number of Records","379","397","283","2020-09-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","29","1076","1076","2020-03-08 00:00:00","2020-03-07 00:00:00","Number of Records","29","17","10","2020-09-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","5","43","43","2020-03-01 00:00:00","2020-02-29 00:00:00","Number of Records","5","18031","142235","2020-09-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","4","23","23","2020-02-23 00:00:00","2020-02-22 00:00:00","Number of Records","4","1606","6774","2020-09-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","","2","2","2020-02-09 00:00:00","","Number of Records","","319715","40298","2020-09-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","","2","2","2020-02-02 00:00:00","","Number of Records","","332280","49686","2020-09-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Diagnostic)","","1","1","2020-01-26 00:00:00","","Number of Records","","966073","54397","2020-09-06 00:00:00","% Positive",""
